loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
587, 45373610,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 119, 1862, 144, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
588, 45374620,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 1.00,  62, 119, 1862, 141, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
589, 45375629,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 119, 1862, 140, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
590, 45376640,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1861, 141, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
591, 45377650,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1862, 141, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
592, 45378662,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1862, 143, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
593, 45379672,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1862, 143, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
594, 45380693,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1861, 144, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
595, 45381718,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  61, 120, 1861, 145, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
596, 45382738,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  61, 121, 1862, 149, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
597, 45383751,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  62, 121, 1862, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
598, 45384760,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, -1.00,  62, 120, 1862, 152, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
599, 45385768,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  61, 121, 1862, 154, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
600, 45386783,  -1,   0,   5,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  61, 121, 1862, 154, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
601, 45387793,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  62, 121, 1863, 155, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
602, 45388803,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  62, 120, 1863, 153, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
603, 45389825,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  61, 121, 1862, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
604, 45390845,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  62, 121, 1862, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
605, 45392035,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  62, 122, 1862, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
606, 45393236,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  63, 123, 1861, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
607, 45394243,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  64, 125, 1861, 148, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
640, 45395251,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  65, 127, 1860, 146, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
641, 45396265,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  65, 128, 1860, 147, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
642, 45397278,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 1.00,  66, 129, 1860, 145, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
643, 45398295,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 1.00,  67, 130, 1859, 147, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
644, 45399314,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  67, 132, 1858, 148, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
645, 45400335,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  67, 133, 1857, 148, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
646, 45401346,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  68, 133, 1857, 148, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
647, 45402357,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  68, 133, 1857, 145, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
648, 45403369,  -1,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  68, 134, 1856, 143, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
649, 45404384,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  68, 134, 1856, 144, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
650, 45405393,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  69, 134, 1856, 143, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
651, 45406402,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.444, 1.650, 22, 511, 0.00, 0.00, 0.00,  69, 134, 1856, 145, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
652, 45407417,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.650, 22, 511, 0.00, 0.00, 0.00,  69, 134, 1856, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
653, 45408434,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.650, 22, 511, 0.00, 0.00, 0.00,  68, 134, 1856, 150, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
654, 45409509,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 1.650, 22, 511, 0.00, 0.00, -1.00,  69, 135, 1856, 150, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
655, 45410517,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 1.650, 22, 511, 0.00, 0.00, -1.00,  69, 134, 1856, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
