loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 45066148,  -1,   0,   6,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  59, 127, 1866, 155, 137, 137, 144, 0, 0, 0, IDLE, 0, 0
  1, 45067167,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  59, 127, 1867, 152, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  2, 45068185,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  59, 127, 1867, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  3, 45069193,   0,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  58, 127, 1867, 142, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  4, 45070208,   0,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  57, 126, 1867, 139, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  5, 45071211,   0,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, -1.00, 0.00, 1.00,  57, 125, 1866, 138, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  6, 45072217,   0,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 1.00,  57, 124, 1866, 139, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  7, 45073227,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 1.00,  57, 123, 1866, 142, 138, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  8, 45074240,  -1,   0,   1,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 1.00,  57, 123, 1865, 148, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
  9, 45075255,  -1,   0,   2,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  57, 123, 1865, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 10, 45076270,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  58, 124, 1864, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 11, 45077292,  -1,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  58, 125, 1864, 157, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 12, 45078470,  -1,   0,   6,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  58, 126, 1864, 158, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 13, 45079662,  -1,   0,   6,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  59, 127, 1863, 155, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 14, 45080665,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, -1.00,  59, 128, 1863, 150, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 15, 45081670,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  58, 128, 1863, 145, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 16, 45082676,  -1,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 0.00,  58, 127, 1863, 140, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 17, 45083695,  -1,   0,   0,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 1.00,  58, 126, 1863, 137, 139, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 18, 45084713,  -1,   0,  -1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 13.475, 0, 511, 0.00, 0.00, 2.00,  58, 126, 1863, 137, 142, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 19, 45085731,  -1,   0,  -1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  57, 125, 1863, 137, 145, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 20, 45086746,  -1,   0,  -1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  56, 125, 1863, 138, 141, 141, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 21, 45087756,  -1,   0,  -1,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  56, 124, 1863, 139, 140, 141, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 22, 45088761,  -1,   0,  -1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  56, 124, 1863, 140, 143, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 23, 45089768,  -1,   0,  -1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  56, 125, 1862, 141, 142, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 24, 45090778,  -1,   0,   0,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 2.00,  55, 126, 1863, 145, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 25, 45091787,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 1.00,  56, 127, 1863, 147, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 26, 45092797,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 0.00,  56, 128, 1862, 145, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 27, 45093812,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 0.00,  56, 128, 1862, 145, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 28, 45094829,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, 0.00,  57, 128, 1862, 145, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 29, 45095856,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, 0.00, 0.00, -1.00,  57, 128, 1862, 143, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 30, 45096863,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, -1.00, 0.00, -1.00,  57, 127, 1862, 144, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 31, 45097872,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, -1.00, 0.00, 0.00,  58, 127, 1861, 146, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 64, 45098876,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, -1.00, 0.00, -1.00,  59, 128, 1861, 142, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 65, 45099893,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, -1.00, 0.00, -1.00,  59, 129, 1859, 145, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 66, 45100896,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 0, 511, -1.00, 0.00, -1.00,  60, 130, 1857, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 67, 45102089,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 9, 511, -1.00, 0.00, -1.00,  61, 131, 1856, 147, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 68, 45103301,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 9, 511, -1.00, 0.00, 0.00,  61, 132, 1856, 148, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 69, 45104338,   0,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 12.225, 9, 511, 0.00, 0.00, 0.00,  62, 133, 1856, 153, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 70, 45105346,   0,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 12.225, 9, 511, 0.00, 0.00, 0.00,  62, 135, 1855, 152, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 71, 45106351,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 136, 1853, 152, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 72, 45107359,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 136, 1853, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 73, 45108371,  -1,   0,   2,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 136, 1853, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 74, 45109377,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 137, 1853, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 75, 45110381,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 137, 1853, 149, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 76, 45111397,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  61, 136, 1852, 149, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 77, 45112412,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  61, 136, 1853, 150, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 78, 45113449,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 1.00,  61, 136, 1854, 147, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 79, 45114465,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 1.00,  60, 136, 1854, 147, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 80, 45115484,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 1.00,  60, 135, 1854, 148, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 81, 45116490,  -2,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 1.00,  60, 135, 1854, 149, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 82, 45117495,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  60, 136, 1855, 148, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 83, 45118503,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  60, 136, 1855, 145, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 84, 45119513,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  60, 136, 1855, 145, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 85, 45120523,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  61, 137, 1855, 145, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 86, 45121541,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 137, 1855, 145, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 87, 45122553,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, 0.00, 0.00, 0.00,  62, 137, 1855, 143, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 88, 45123560,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, -1.00, 0.00, 0.00,  62, 137, 1856, 141, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 89, 45124569,   0,   0,   4,   0,   0,   0,   2,   0,   0,  -2,   0,   4, 1000, 1.444, 5.075, 9, 511, -1.00, 0.00, 0.00,  62, 137, 1856, 142, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 90, 45125573,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, 0.00,  63, 137, 1855, 143, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 91, 45126757,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  63, 136, 1855, 143, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 92, 45127956,   0,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  63, 135, 1855, 144, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 93, 45128972,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  64, 135, 1855, 146, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 94, 45129988,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  64, 134, 1855, 146, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
 95, 45131032,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  64, 133, 1855, 150, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
128, 45132041,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, -1.00, 0.00, -1.00,  64, 132, 1855, 151, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
129, 45133054,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, -1.00,  63, 132, 1856, 155, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
130, 45134064,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, -1.00,  63, 132, 1856, 155, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
131, 45135073,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, 0.00,  62, 131, 1856, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
132, 45136085,  -2,   0,   3,   0,   0,   0,  -2,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, 0.00,  62, 130, 1856, 158, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
133, 45137098,  -2,   0,   3,   0,   0,   0,  -2,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, 0.00,  61, 130, 1857, 158, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
134, 45138121,  -2,   1,   3,   0,   0,   0,  -2,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 1.00, -1.00, 0.00,  60, 131, 1857, 161, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
135, 45139134,  -2,   1,   2,   0,   0,   0,  -2,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 1.00, -1.00, 0.00,  59, 130, 1858, 159, 138, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
136, 45140146,  -2,   1,   2,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 1.00, -1.00, 0.00,  59, 129, 1859, 157, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
137, 45141166,  -2,   1,   2,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 1.00, -1.00, 0.00,  58, 129, 1859, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
138, 45142172,  -2,   1,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 1.00, -1.00, 0.00,  57, 129, 1860, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
139, 45143180,  -2,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, 0.00, 1.00,  56, 128, 1861, 146, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
140, 45144185,  -2,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.444, 2.650, 9, 511, 0.00, -1.00, 1.00,  56, 127, 1862, 143, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
141, 45145190,  -1,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 2.650, 9, 511, 0.00, 0.00, 1.00,  56, 127, 1862, 140, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
142, 45146201,  -1,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, 0.00, 0.00, 1.00,  55, 127, 1862, 140, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
143, 45147221,  -1,   0,   1,   0,   0,   0,   2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, -1.00, 0.00, 1.00,  55, 127, 1863, 138, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
144, 45148232,   0,   0,   2,   0,   0,   0,   2,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, -1.00, 0.00, 1.00,  56, 126, 1863, 138, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
145, 45149246,   0,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, -1.00, 0.00, 0.00,  58, 125, 1863, 137, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
146, 45150421,   0,   0,   3,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, -1.00, 0.00, 0.00,  63, 122, 1864, 137, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
147, 45151614,   0,   0,   3,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 9, 511, -1.00, 0.00, 0.00,  65, 121, 1864, 138, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
148, 45152619,   0,   0,   4,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, -1.00, 0.00, -1.00,  65, 120, 1864, 139, 137, 137, 153, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
149, 45153626,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, -1.00, 0.00, -1.00,  67, 119, 1864, 142, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
150, 45154635,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, -1.00, 0.00, -1.00,  68, 118, 1864, 145, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
151, 45155647,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, -1.00, 0.00, -1.00,  68, 116, 1864, 146, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
152, 45156670,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, -1.00, 1.00, -1.00,  69, 116, 1863, 147, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
153, 45157689,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 1.00, -1.00,  69, 115, 1863, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
154, 45158738,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 1.00, 0.00,  69, 113, 1863, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
155, 45159743,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 0.00, 0.00,  69, 112, 1864, 151, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
156, 45160752,  -1,   0,   3,   0,   0,   0,  -2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 0.00, 0.00,  69, 112, 1864, 152, 139, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
157, 45161757,  -2,   0,   2,   0,   0,   0,  -2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 0.00, 0.00,  68, 112, 1864, 151, 141, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
158, 45162769,  -2,   0,   2,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 0.00, 0.00, 1.00,  69, 112, 1865, 152, 139, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
159, 45163777,  -2,   0,   1,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 1.00, 0.00, 1.00,  69, 112, 1865, 152, 140, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
192, 45164794,  -2,   0,   1,   0,   0,   0,  -1,   2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 15, 511, 1.00, 0.00, 1.00,  68, 112, 1866, 155, 138, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
193, 45165811,  -2,   0,   1,   0,   0,   0,  -1,   2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 1.00, 0.00, 1.00,  68, 112, 1866, 155, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
194, 45166830,  -2,   0,   1,   0,   0,   0,   0,   2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 1.00, -1.00, 1.00,  68, 112, 1867, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
